"region","titleType","startYear","Freq","Country","Latitude","Longitude"
"CV","movie","2021",1,"CapeVerde",16,-24
"CV","movie","2005",1,"CapeVerde",16,-24
"CV","movie","2020",1,"CapeVerde",16,-24
"CV","movie","1995",1,"CapeVerde",16,-24
"CY","movie","2004",1,"Cyprus",35,33
"CY","movie","1993",2,"Cyprus",35,33
"CY","videoGame","2017",1,"Cyprus",35,33
"CY","movie","2021",4,"Cyprus",35,33
"CY","movie","1982",1,"Cyprus",35,33
"CY","movie","2010",4,"Cyprus",35,33
"CY","movie","2006",3,"Cyprus",35,33
"CY","movie","1972",2,"Cyprus",35,33
"CY","videoGame","2014",1,"Cyprus",35,33
"CY","movie","2008",3,"Cyprus",35,33
"CY","movie","1971",1,"Cyprus",35,33
"CY","movie","2019",5,"Cyprus",35,33
"CY","movie","2009",1,"Cyprus",35,33
"CY","movie","1984",1,"Cyprus",35,33
"CY","movie","1978",1,"Cyprus",35,33
"CY","movie","2012",4,"Cyprus",35,33
"CY","movie","2000",4,"Cyprus",35,33
"CY","movie","1967",1,"Cyprus",35,33
"CY","movie","1998",2,"Cyprus",35,33
"CY","movie","2017",3,"Cyprus",35,33
"CY","videoGame","2013",1,"Cyprus",35,33
"CY","movie","2015",9,"Cyprus",35,33
"CY","videoGame","2016",2,"Cyprus",35,33
"CY","movie","1970",1,"Cyprus",35,33
"CY","movie","2013",2,"Cyprus",35,33
"CY","movie","1975",3,"Cyprus",35,33
"CY","tvEpisode","2014",19,"Cyprus",35,33
"CY","movie","2003",5,"Cyprus",35,33
"CY","movie","2007",5,"Cyprus",35,33
"CY","movie","1996",3,"Cyprus",35,33
"CY","videoGame","2010",1,"Cyprus",35,33
"CY","tvEpisode","2001",1,"Cyprus",35,33
"CY","movie","1988",1,"Cyprus",35,33
"CY","movie","1969",1,"Cyprus",35,33
"CY","movie","2022",1,"Cyprus",35,33
"CY","movie","1991",1,"Cyprus",35,33
"CY","movie","2002",1,"Cyprus",35,33
"CY","movie","1985",1,"Cyprus",35,33
"CY","movie","1999",1,"Cyprus",35,33
"CY","movie","2001",1,"Cyprus",35,33
"CY","movie","2016",5,"Cyprus",35,33
"CY","movie","2020",3,"Cyprus",35,33
"CY","movie","1973",1,"Cyprus",35,33
"CY","movie","1974",2,"Cyprus",35,33
"CY","movie","1987",2,"Cyprus",35,33
"CY","movie","1979",1,"Cyprus",35,33
"CY","movie","1980",1,"Cyprus",35,33
"CY","movie","2011",9,"Cyprus",35,33
"CY","movie","2018",9,"Cyprus",35,33
"CY","movie","1976",1,"Cyprus",35,33
"CY","movie","2014",5,"Cyprus",35,33
"CZ","tvEpisode","2011",35,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1980",2,"CzechRepublic",49.75,15.5
"CZ","movie","1974",117,"CzechRepublic",49.75,15.5
"CZ","movie","2002",150,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1999",4,"CzechRepublic",49.75,15.5
"CZ","videoGame","2008",3,"CzechRepublic",49.75,15.5
"CZ","videoGame","2018",4,"CzechRepublic",49.75,15.5
"CZ","movie","1976",102,"CzechRepublic",49.75,15.5
"CZ","movie","1961",70,"CzechRepublic",49.75,15.5
"CZ","videoGame","2013",3,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1957",1,"CzechRepublic",49.75,15.5
"CZ","movie","1986",165,"CzechRepublic",49.75,15.5
"CZ","movie","2015",247,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2021",40,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1996",5,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2007",98,"CzechRepublic",49.75,15.5
"CZ","movie","2003",165,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1976",5,"CzechRepublic",49.75,15.5
"CZ","movie","1984",154,"CzechRepublic",49.75,15.5
"CZ","movie","2022",38,"CzechRepublic",49.75,15.5
"CZ","videoGame","2007",9,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1984",7,"CzechRepublic",49.75,15.5
"CZ","movie","1987",146,"CzechRepublic",49.75,15.5
"CZ","movie","2001",193,"CzechRepublic",49.75,15.5
"CZ","movie","2005",178,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2015",14,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1977",13,"CzechRepublic",49.75,15.5
"CZ","movie","2016",277,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1970",4,"CzechRepublic",49.75,15.5
"CZ","movie","2007",275,"CzechRepublic",49.75,15.5
"CZ","movie","1983",131,"CzechRepublic",49.75,15.5
"CZ","movie","1997",119,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1985",9,"CzechRepublic",49.75,15.5
"CZ","movie","1950",52,"CzechRepublic",49.75,15.5
"CZ","movie","1970",97,"CzechRepublic",49.75,15.5
"CZ","videoGame","2020",4,"CzechRepublic",49.75,15.5
"CZ","videoGame","2014",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2010",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1990",6,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1987",8,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2002",4,"CzechRepublic",49.75,15.5
"CZ","movie","1964",99,"CzechRepublic",49.75,15.5
"CZ","movie","1959",74,"CzechRepublic",49.75,15.5
"CZ","movie","1979",133,"CzechRepublic",49.75,15.5
"CZ","movie","1954",76,"CzechRepublic",49.75,15.5
"CZ","movie","1995",132,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2018",11,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1998",15,"CzechRepublic",49.75,15.5
"CZ","videoGame","2010",9,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2017",3,"CzechRepublic",49.75,15.5
"CZ","videoGame","2002",4,"CzechRepublic",49.75,15.5
"CZ","movie","1956",53,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2012",1,"CzechRepublic",49.75,15.5
"CZ","movie","1960",82,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1986",2,"CzechRepublic",49.75,15.5
"CZ","movie","2014",249,"CzechRepublic",49.75,15.5
"CZ","movie","1994",138,"CzechRepublic",49.75,15.5
"CZ","movie","2021",266,"CzechRepublic",49.75,15.5
"CZ","movie","2013",236,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1994",2,"CzechRepublic",49.75,15.5
"CZ","videoGame","2025",1,"CzechRepublic",49.75,15.5
"CZ","movie","2004",189,"CzechRepublic",49.75,15.5
"CZ","movie","2011",262,"CzechRepublic",49.75,15.5
"CZ","videoGame","1994",1,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1963",1,"CzechRepublic",49.75,15.5
"CZ","videoGame","2017",1,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2004",1,"CzechRepublic",49.75,15.5
"CZ","movie","1962",92,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1969",4,"CzechRepublic",49.75,15.5
"CZ","movie","1975",108,"CzechRepublic",49.75,15.5
"CZ","movie","1985",158,"CzechRepublic",49.75,15.5
"CZ","movie","1991",169,"CzechRepublic",49.75,15.5
"CZ","videoGame","2019",3,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1971",1,"CzechRepublic",49.75,15.5
"CZ","videoGame","2012",7,"CzechRepublic",49.75,15.5
"CZ","movie","2006",223,"CzechRepublic",49.75,15.5
"CZ","videoGame","2006",5,"CzechRepublic",49.75,15.5
"CZ","movie","1955",56,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1993",8,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1988",6,"CzechRepublic",49.75,15.5
"CZ","videoGame","2009",7,"CzechRepublic",49.75,15.5
"CZ","videoGame","1999",1,"CzechRepublic",49.75,15.5
"CZ","videoGame","2004",5,"CzechRepublic",49.75,15.5
"CZ","movie","2012",236,"CzechRepublic",49.75,15.5
"CZ","movie","1963",100,"CzechRepublic",49.75,15.5
"CZ","movie","1957",70,"CzechRepublic",49.75,15.5
"CZ","movie","1998",140,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2013",4,"CzechRepublic",49.75,15.5
"CZ","movie","1971",119,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1982",1,"CzechRepublic",49.75,15.5
"CZ","movie","1966",79,"CzechRepublic",49.75,15.5
"CZ","videoGame","2001",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1992",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1991",8,"CzechRepublic",49.75,15.5
"CZ","movie","1980",151,"CzechRepublic",49.75,15.5
"CZ","videoGame","2003",4,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2001",15,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2020",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1974",6,"CzechRepublic",49.75,15.5
"CZ","movie","1951",48,"CzechRepublic",49.75,15.5
"CZ","videoGame","2015",4,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2009",45,"CzechRepublic",49.75,15.5
"CZ","movie","1958",66,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1979",7,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2016",6,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1983",7,"CzechRepublic",49.75,15.5
"CZ","videoGame","2022",1,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1966",1,"CzechRepublic",49.75,15.5
"CZ","movie","1996",118,"CzechRepublic",49.75,15.5
"CZ","movie","1999",174,"CzechRepublic",49.75,15.5
"CZ","movie","1993",121,"CzechRepublic",49.75,15.5
"CZ","movie","2020",199,"CzechRepublic",49.75,15.5
"CZ","movie","2000",235,"CzechRepublic",49.75,15.5
"CZ","movie","1992",132,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1972",1,"CzechRepublic",49.75,15.5
"CZ","movie","1952",43,"CzechRepublic",49.75,15.5
"CZ","movie","1953",67,"CzechRepublic",49.75,15.5
"CZ","movie","1972",111,"CzechRepublic",49.75,15.5
"CZ","movie","1988",158,"CzechRepublic",49.75,15.5
"CZ","videoGame","2021",2,"CzechRepublic",49.75,15.5
"CZ","movie","1967",105,"CzechRepublic",49.75,15.5
"CZ","movie","1981",163,"CzechRepublic",49.75,15.5
"CZ","movie","2019",246,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1968",1,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2008",78,"CzechRepublic",49.75,15.5
"CZ","videoGame","1996",1,"CzechRepublic",49.75,15.5
"CZ","videoGame","2011",4,"CzechRepublic",49.75,15.5
"CZ","movie","2008",401,"CzechRepublic",49.75,15.5
"CZ","movie","1973",103,"CzechRepublic",49.75,15.5
"CZ","movie","2017",254,"CzechRepublic",49.75,15.5
"CZ","movie","2018",285,"CzechRepublic",49.75,15.5
"CZ","movie","1977",109,"CzechRepublic",49.75,15.5
"CZ","movie","1965",106,"CzechRepublic",49.75,15.5
"CZ","movie","1990",165,"CzechRepublic",49.75,15.5
"CZ","videoGame","2000",2,"CzechRepublic",49.75,15.5
"CZ","movie","1978",120,"CzechRepublic",49.75,15.5
"CZ","movie","1989",165,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1975",19,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1978",11,"CzechRepublic",49.75,15.5
"CZ","movie","1969",85,"CzechRepublic",49.75,15.5
"CZ","videoGame","2016",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1997",6,"CzechRepublic",49.75,15.5
"CZ","videoGame","2005",7,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","1995",7,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2014",5,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2000",3,"CzechRepublic",49.75,15.5
"CZ","movie","1982",122,"CzechRepublic",49.75,15.5
"CZ","videoGame","1989",2,"CzechRepublic",49.75,15.5
"CZ","tvEpisode","2019",14,"CzechRepublic",49.75,15.5
"CZ","movie","1968",116,"CzechRepublic",49.75,15.5
"CZ","movie","2023",3,"CzechRepublic",49.75,15.5
"CZ","movie","2010",221,"CzechRepublic",49.75,15.5
"CZ","movie","2009",314,"CzechRepublic",49.75,15.5
"DE","videoGame","2007",44,"Germany",51,9
"DE","videoGame","2010",41,"Germany",51,9
"DE","tvEpisode","2021",78037,"Germany",51,9
"DE","movie","1956",199,"Germany",51,9
"DE","movie","2022",110,"Germany",51,9
"DE","tvEpisode","1953",2329,"Germany",51,9
"DE","movie","2002",1012,"Germany",51,9
"DE","movie","2004",1122,"Germany",51,9
"DE","tvEpisode","1999",42110,"Germany",51,9
"DE","tvEpisode","1984",16676,"Germany",51,9
"DE","movie","1961",253,"Germany",51,9
"DE","movie","1987",351,"Germany",51,9
"DE","movie","1962",255,"Germany",51,9
"DE","movie","1984",336,"Germany",51,9
"DE","movie","1974",351,"Germany",51,9
"DE","tvEpisode","1962",4348,"Germany",51,9
"DE","videoGame","2013",35,"Germany",51,9
"DE","movie","1971",352,"Germany",51,9
"DE","tvEpisode","1994",26100,"Germany",51,9
"DE","tvEpisode","1980",13823,"Germany",51,9
"DE","tvEpisode","2011",93511,"Germany",51,9
"DE","tvEpisode","2015",110625,"Germany",51,9
"DE","movie","1960",248,"Germany",51,9
"DE","tvEpisode","1983",15631,"Germany",51,9
"DE","movie","2001",1049,"Germany",51,9
"DE","tvEpisode","1970",12407,"Germany",51,9
"DE","videoGame","2008",49,"Germany",51,9
"DE","movie","1954",159,"Germany",51,9
"DE","tvEpisode","1976",12846,"Germany",51,9
"DE","tvEpisode","2018",113448,"Germany",51,9
"DE","tvEpisode","1952",2387,"Germany",51,9
"DE","videoGame","2002",55,"Germany",51,9
"DE","tvEpisode","1966",9477,"Germany",51,9
"DE","tvEpisode","2017",114783,"Germany",51,9
"DE","tvEpisode","1981",12750,"Germany",51,9
"DE","videoGame","2012",38,"Germany",51,9
"DE","tvEpisode","1991",20928,"Germany",51,9
"DE","movie","1966",287,"Germany",51,9
"DE","movie","1975",307,"Germany",51,9
"DE","movie","2013",1827,"Germany",51,9
"DE","videoGame","2019",33,"Germany",51,9
"DE","tvEpisode","2006",66741,"Germany",51,9
"DE","tvEpisode","1985",16480,"Germany",51,9
"DE","videoGame","2020",16,"Germany",51,9
"DE","movie","2015",2033,"Germany",51,9
"DE","movie","2011",1708,"Germany",51,9
"DE","tvEpisode","1993",23700,"Germany",51,9
"DE","tvEpisode","2004",60721,"Germany",51,9
"DE","tvEpisode","1987",17110,"Germany",51,9
"DE","tvEpisode","2007",73504,"Germany",51,9
"DE","tvEpisode","1967",9915,"Germany",51,9
"DE","tvEpisode","1958",3827,"Germany",51,9
"DE","tvEpisode","1996",32076,"Germany",51,9
"DE","movie","1985",356,"Germany",51,9
"DE","tvEpisode","1971",13524,"Germany",51,9
"DE","movie","1950",127,"Germany",51,9
"DE","movie","1983",337,"Germany",51,9
"DE","tvEpisode","2025",1,"Germany",51,9
"DE","movie","2006",1359,"Germany",51,9
"DE","tvEpisode","1965",8848,"Germany",51,9
"DE","videoGame","2022",1,"Germany",51,9
"DE","tvEpisode","1959",3948,"Germany",51,9
"DE","videoGame","2017",39,"Germany",51,9
"DE","tvEpisode","2012",99253,"Germany",51,9
"DE","movie","1997",1027,"Germany",51,9
"DE","movie","1951",147,"Germany",51,9
"DE","movie","1976",349,"Germany",51,9
"DE","tvEpisode","1957",3513,"Germany",51,9
"DE","tvEpisode","1998",40533,"Germany",51,9
"DE","movie","1959",252,"Germany",51,9
"DE","tvEpisode","2005",63328,"Germany",51,9
"DE","tvEpisode","1988",17197,"Germany",51,9
"DE","videoGame","2014",34,"Germany",51,9
"DE","movie","2007",1463,"Germany",51,9
"DE","movie","1986",350,"Germany",51,9
"DE","tvEpisode","1969",12555,"Germany",51,9
"DE","videoGame","1997",35,"Germany",51,9
"DE","movie","1952",125,"Germany",51,9
"DE","videoGame","1983",1,"Germany",51,9
"DE","movie","2026",1,"Germany",51,9
"DE","movie","1964",278,"Germany",51,9
"DE","videoGame","1998",44,"Germany",51,9
"DE","movie","1979",365,"Germany",51,9
"DE","movie","2021",1984,"Germany",51,9
"DE","movie","1995",962,"Germany",51,9
"DE","tvEpisode","2013",104246,"Germany",51,9
"DE","tvEpisode","1963",4627,"Germany",51,9
"DE","tvEpisode","1977",12319,"Germany",51,9
"DE","tvEpisode","2003",51770,"Germany",51,9
"DE","tvEpisode","2016",107845,"Germany",51,9
"DE","tvEpisode","1990",20065,"Germany",51,9
"DE","movie","2000",996,"Germany",51,9
"DE","videoGame","1990",10,"Germany",51,9
"DE","tvEpisode","2001",47087,"Germany",51,9
"DE","movie","2014",1987,"Germany",51,9
"DE","movie","1957",214,"Germany",51,9
"DE","videoGame","2018",30,"Germany",51,9
"DE","movie","1998",976,"Germany",51,9
"DE","videoGame","1994",30,"Germany",51,9
"DE","movie","1953",161,"Germany",51,9
"DE","videoGame","1986",2,"Germany",51,9
"DE","movie","1996",918,"Germany",51,9
"DE","tvEpisode","1964",6052,"Germany",51,9
"DE","movie","2005",1184,"Germany",51,9
"DE","videoGame","2009",43,"Germany",51,9
"DE","tvEpisode","1955",2903,"Germany",51,9
"DE","movie","2020",2828,"Germany",51,9
"DE","movie","1963",249,"Germany",51,9
"DE","movie","1991",849,"Germany",51,9
"DE","movie","1994",912,"Germany",51,9
"DE","videoGame","2006",55,"Germany",51,9
"DE","tvEpisode","1992",20885,"Germany",51,9
"DE","movie","1958",216,"Germany",51,9
"DE","videoGame","1995",36,"Germany",51,9
"DE","movie","1967",283,"Germany",51,9
"DE","movie","2023",16,"Germany",51,9
"DE","movie","2018",2508,"Germany",51,9
"DE","movie","2016",2146,"Germany",51,9
"DE","tvEpisode","2002",46253,"Germany",51,9
"DE","tvEpisode","2008",77656,"Germany",51,9
"DE","tvEpisode","1986",15746,"Germany",51,9
"DE","movie","2012",1776,"Germany",51,9
"DE","movie","2003",1051,"Germany",51,9
"DE","tvEpisode","1982",15806,"Germany",51,9
"DE","videoGame","2015",36,"Germany",51,9
"DE","tvEpisode","1961",4174,"Germany",51,9
"DE","videoGame","1985",6,"Germany",51,9
"DE","movie","1969",291,"Germany",51,9
"DE","movie","1965",271,"Germany",51,9
"DE","movie","1993",844,"Germany",51,9
"DE","movie","2027",1,"Germany",51,9
"DE","tvEpisode","2010",85954,"Germany",51,9
"DE","tvEpisode","1954",3276,"Germany",51,9
"DE","tvEpisode","2009",76844,"Germany",51,9
"DE","videoGame","2004",54,"Germany",51,9
"DE","tvEpisode","1974",13086,"Germany",51,9
"DE","tvEpisode","1951",2586,"Germany",51,9
"DE","videoGame","1992",22,"Germany",51,9
"DE","movie","1978",331,"Germany",51,9
"DE","tvEpisode","1989",18369,"Germany",51,9
"DE","tvEpisode","1978",12854,"Germany",51,9
"DE","videoGame","1991",27,"Germany",51,9
"DE","movie","2019",3026,"Germany",51,9
"DE","tvEpisode","1950",2010,"Germany",51,9
"DE","movie","1999",971,"Germany",51,9
"DE","tvEpisode","2026",1,"Germany",51,9
"DE","tvEpisode","1968",9858,"Germany",51,9
"DE","movie","2024",6,"Germany",51,9
"DE","tvEpisode","2020",85648,"Germany",51,9
"DE","movie","1970",284,"Germany",51,9
"DE","tvEpisode","1972",13770,"Germany",51,9
"DE","movie","1955",184,"Germany",51,9
"DE","tvEpisode","1995",30447,"Germany",51,9
"DE","movie","1973",356,"Germany",51,9
"DE","movie","1977",327,"Germany",51,9
"DE","videoGame","2021",19,"Germany",51,9
"DE","tvEpisode","1979",12519,"Germany",51,9
"DE","videoGame","1999",44,"Germany",51,9
"DE","videoGame","2003",65,"Germany",51,9
"DE","videoGame","1993",30,"Germany",51,9
"DE","tvEpisode","2019",105572,"Germany",51,9
"DE","movie","2008",1545,"Germany",51,9
"DE","movie","1992",833,"Germany",51,9
"DE","movie","1972",340,"Germany",51,9
"DE","videoGame","2011",32,"Germany",51,9
"DE","videoGame","1996",42,"Germany",51,9
"DE","videoGame","2001",63,"Germany",51,9
"DE","movie","2017",2378,"Germany",51,9
"DE","tvEpisode","2024",8,"Germany",51,9
"DE","movie","1990",607,"Germany",51,9
"DE","videoGame","2005",47,"Germany",51,9
"DE","tvEpisode","1956",2540,"Germany",51,9
"DE","videoGame","1977",1,"Germany",51,9
"DE","movie","1968",288,"Germany",51,9
"DE","movie","1982",321,"Germany",51,9
"DE","videoGame","1989",3,"Germany",51,9
"DE","videoGame","2000",57,"Germany",51,9
"DE","movie","2009",1713,"Germany",51,9
"DE","videoGame","2016",29,"Germany",51,9
"DE","tvEpisode","2000",43141,"Germany",51,9
"DE","movie","1988",364,"Germany",51,9
"DE","movie","1980",346,"Germany",51,9
"DE","movie","1981",365,"Germany",51,9
"DE","tvEpisode","1997",34731,"Germany",51,9
"DE","tvEpisode","1960",3954,"Germany",51,9
"DE","movie","1989",407,"Germany",51,9
"DE","tvEpisode","2022",1774,"Germany",51,9
"DE","tvEpisode","2023",39,"Germany",51,9
"DE","tvEpisode","2014",107446,"Germany",51,9
"DE","tvEpisode","1973",13744,"Germany",51,9
"DE","tvEpisode","1975",13246,"Germany",51,9
"DE","movie","2010",1622,"Germany",51,9
"DJ","movie","1984",1,"Djibouti",11.5,43
"DJ","movie","2018",1,"Djibouti",11.5,43
"DK","movie","1983",283,"Denmark",56,10
"DK","movie","1959",328,"Denmark",56,10
"DK","movie","2015",268,"Denmark",56,10
"DK","movie","2021",171,"Denmark",56,10
"DK","tvEpisode","2011",54,"Denmark",56,10
"DK","movie","2002",199,"Denmark",56,10
"DK","videoGame","2010",2,"Denmark",56,10
"DK","videoGame","2013",5,"Denmark",56,10
"DK","movie","1984",268,"Denmark",56,10
"DK","tvEpisode","1994",6,"Denmark",56,10
"DK","tvEpisode","1996",8,"Denmark",56,10
"DK","movie","1979",298,"Denmark",56,10
"DK","tvEpisode","1965",1,"Denmark",56,10
"DK","videoGame","2020",6,"Denmark",56,10
"DK","videoGame","2022",2,"Denmark",56,10
"DK","tvEpisode","2021",89,"Denmark",56,10
"DK","tvEpisode","1970",5,"Denmark",56,10
"DK","movie","1974",261,"Denmark",56,10
"DK","movie","2005",216,"Denmark",56,10
"DK","movie","2016",292,"Denmark",56,10
"DK","movie","1971",298,"Denmark",56,10
"DK","movie","2013",248,"Denmark",56,10
"DK","tvEpisode","2006",31,"Denmark",56,10
"DK","videoGame","2019",1,"Denmark",56,10
"DK","movie","1994",207,"Denmark",56,10
"DK","tvEpisode","1998",6,"Denmark",56,10
"DK","movie","2004",180,"Denmark",56,10
"DK","movie","1997",178,"Denmark",56,10
"DK","movie","1960",339,"Denmark",56,10
"DK","movie","1961",337,"Denmark",56,10
"DK","movie","1956",336,"Denmark",56,10
"DK","tvEpisode","1990",3,"Denmark",56,10
"DK","videoGame","1997",1,"Denmark",56,10
"DK","videoGame","2017",7,"Denmark",56,10
"DK","tvEpisode","2005",29,"Denmark",56,10
"DK","tvEpisode","1963",1,"Denmark",56,10
"DK","movie","1966",331,"Denmark",56,10
"DK","movie","1976",301,"Denmark",56,10
"DK","videoGame","1998",1,"Denmark",56,10
"DK","movie","2014",266,"Denmark",56,10
"DK","tvEpisode","2018",148,"Denmark",56,10
"DK","videoGame","2002",2,"Denmark",56,10
"DK","tvEpisode","1954",1,"Denmark",56,10
"DK","tvEpisode","1966",1,"Denmark",56,10
"DK","movie","1995",195,"Denmark",56,10
"DK","tvEpisode","1991",5,"Denmark",56,10
"DK","movie","1962",305,"Denmark",56,10
"DK","tvEpisode","1984",3,"Denmark",56,10
"DK","videoGame","2018",7,"Denmark",56,10
"DK","movie","2003",232,"Denmark",56,10
"DK","movie","2012",204,"Denmark",56,10
"DK","movie","1998",175,"Denmark",56,10
"DK","movie","1975",277,"Denmark",56,10
"DK","tvEpisode","2013",57,"Denmark",56,10
"DK","movie","1954",357,"Denmark",56,10
"DK","tvEpisode","2007",35,"Denmark",56,10
"DK","tvEpisode","2016",27,"Denmark",56,10
"DK","movie","2018",331,"Denmark",56,10
"DK","tvEpisode","2015",41,"Denmark",56,10
"DK","movie","2006",225,"Denmark",56,10
"DK","tvEpisode","1964",2,"Denmark",56,10
"DK","movie","1963",292,"Denmark",56,10
"DK","tvEpisode","1955",1,"Denmark",56,10
"DK","movie","2020",230,"Denmark",56,10
"DK","movie","1964",299,"Denmark",56,10
"DK","tvEpisode","2001",28,"Denmark",56,10
"DK","movie","1991",200,"Denmark",56,10
"DK","movie","1957",360,"Denmark",56,10
"DK","tvEpisode","1953",1,"Denmark",56,10
"DK","tvEpisode","1985",1,"Denmark",56,10
"DK","tvEpisode","1988",4,"Denmark",56,10
"DK","movie","1987",291,"Denmark",56,10
"DK","tvEpisode","2010",41,"Denmark",56,10
"DK","tvEpisode","2012",73,"Denmark",56,10
"DK","videoGame","2009",2,"Denmark",56,10
"DK","tvEpisode","2017",114,"Denmark",56,10
"DK","movie","1970",325,"Denmark",56,10
"DK","videoGame","2004",5,"Denmark",56,10
"DK","movie","2024",1,"Denmark",56,10
"DK","movie","1985",282,"Denmark",56,10
"DK","videoGame","1994",5,"Denmark",56,10
"DK","movie","2022",20,"Denmark",56,10
"DK","videoGame","2007",2,"Denmark",56,10
"DK","tvEpisode","1978",1,"Denmark",56,10
"DK","tvEpisode","1999",5,"Denmark",56,10
"DK","movie","2001",178,"Denmark",56,10
"DK","videoGame","2003",3,"Denmark",56,10
"DK","videoGame","1993",1,"Denmark",56,10
"DK","tvEpisode","1995",7,"Denmark",56,10
"DK","videoGame","1999",1,"Denmark",56,10
"DK","videoGame","2012",6,"Denmark",56,10
"DK","movie","2000",207,"Denmark",56,10
"DK","movie","1992",204,"Denmark",56,10
"DK","tvEpisode","1951",2,"Denmark",56,10
"DK","videoGame","2021",1,"Denmark",56,10
"DK","movie","1950",304,"Denmark",56,10
"DK","movie","1965",310,"Denmark",56,10
"DK","tvEpisode","2000",14,"Denmark",56,10
"DK","tvEpisode","2004",25,"Denmark",56,10
"DK","movie","2011",228,"Denmark",56,10
"DK","movie","1986",280,"Denmark",56,10
"DK","tvEpisode","2002",44,"Denmark",56,10
"DK","movie","1989",234,"Denmark",56,10
"DK","movie","1952",336,"Denmark",56,10
"DK","tvEpisode","1997",3,"Denmark",56,10
"DK","tvEpisode","2008",54,"Denmark",56,10
"DK","tvEpisode","2009",39,"Denmark",56,10
"DK","videoGame","2016",10,"Denmark",56,10
"DK","videoGame","2006",1,"Denmark",56,10
"DK","movie","1996",208,"Denmark",56,10
"DK","movie","1958",328,"Denmark",56,10
"DK","videoGame","1980",1,"Denmark",56,10
"DK","videoGame","2014",3,"Denmark",56,10
"DK","tvEpisode","1993",3,"Denmark",56,10
"DK","movie","1993",201,"Denmark",56,10
"DK","tvEpisode","1950",1,"Denmark",56,10
"DK","movie","1972",292,"Denmark",56,10
"DK","movie","2019",321,"Denmark",56,10
"DK","videoGame","1989",1,"Denmark",56,10
"DK","movie","1968",338,"Denmark",56,10
"DK","movie","1999",203,"Denmark",56,10
"DK","movie","1967",353,"Denmark",56,10
"DK","movie","1955",377,"Denmark",56,10
"DK","tvEpisode","2003",52,"Denmark",56,10
"DK","movie","1988",243,"Denmark",56,10
"DK","tvEpisode","2014",91,"Denmark",56,10
"DK","movie","1981",256,"Denmark",56,10
"DK","movie","2007",201,"Denmark",56,10
"DK","movie","1951",341,"Denmark",56,10
"DK","movie","1980",309,"Denmark",56,10
"DK","tvEpisode","2020",173,"Denmark",56,10
"DK","movie","1990",208,"Denmark",56,10
"DK","movie","1953",367,"Denmark",56,10
"DK","movie","1982",286,"Denmark",56,10
"DK","movie","1969",316,"Denmark",56,10
"DK","tvEpisode","1968",6,"Denmark",56,10
"DK","tvEpisode","1987",1,"Denmark",56,10
